ticker,name,group,exchange,exchange_tier,index,dr,dr_count,dr_symbols,sector,industry,price,dollar_vol,mcap,stage,pct_from_52wh,last_bar,status
KMTS,"Kestra Medical Technologies, Ltd.",US,NASDAQ,NASDAQ Global Select,,N,0,,Health Care,Medical/Dental Instruments,27.91,7670000.0,1642059392.0,5,-6.97,2026-08-19,active
KNSA,"Kiniksa Pharmaceuticals International, plc",US,NASDAQ,NASDAQ Global Select,,N,0,,Health Care,Biotechnology: Pharmaceutical Preparations,80.8,53600000.0,5971177984.0,5,-2.58,2026-08-19,active
KNSL,"Kinsale Capital Group, Inc.",US,NYSE,NYSE,SP400,N,0,,Finance,Property-Casualty Insurers,379.42,107000000.0,8637350912.0,2,-21.6,2026-08-19,active
KNTK,Kinetik Holdings Inc.,US,NYSE,NYSE,SP600,N,0,,Utilities,Natural Gas Distribution,54.71,54100000.0,8740865024.0,5,-0.852,2026-08-19,active
KO,Coca-Cola Company (The),US,NYSE,NYSE,SP500+DOW30,Y,1,KO80,Consumer Staples,Beverages (Production/Distribution),90.35,1380000000.0,376128831488.0,5,-0.627,2026-08-19,active
KOD,Kodiak Sciences Inc.,US,NASDAQ,NASDAQ Global,,N,0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),40.07,24000000.0,2518377728.0,6,-16.2,2026-08-19,active
KOPN,Kopin Corporation,US,NASDAQ,NASDAQ Capital Market,,N,0,,Technology,Semiconductors,4.93,20200000.0,930212416.0,5,-25.4,2026-08-19,active
KPTI,Karyopharm Therapeutics Inc.,US,NASDAQ,NASDAQ Global Select,,N,0,,Health Care,Biotechnology: Pharmaceutical Preparations,2.0,7330000.0,41053440.0,8,-81.8,2026-08-19,active
KR,Kroger Company (The),US,NYSE,NYSE,SP500,N,0,,Consumer Staples,Food Chains,56.27,359000000.0,34351134720.0,8,-26.1,2026-08-19,active
KRMN,Karman Holdings Inc.,US,NYSE,NYSE,SP600,N,0,,Industrials,Military/Government/Technical,58.2,140000000.0,7876478464.0,1,-50.8,2026-08-19,active
KRNT,Kornit Digital Ltd.,US,NASDAQ,NASDAQ Global Select,,N,0,,Industrials,Industrial Machinery/Components,16.79,5250000.0,735587136.0,4,-15.1,2026-08-19,active
KRNY,Kearny Financial Corp.,US,NASDAQ,NASDAQ Global Select,,N,0,,Finance,Savings Institutions,9.63,6250000.0,615157568.0,5,-3.36,2026-08-19,active
KROS,"Keros Therapeutics, Inc.",US,NASDAQ,NASDAQ Global,,N,0,,Health Care,Biotechnology: Pharmaceutical Preparations,11.1,2220000.0,211159552.0,1,-50.8,2026-08-19,active
KRT,Karat Packaging Inc.,US,NASDAQ,NASDAQ Global Select,,N,0,,Industrials,Plastic Products,48.17,6920000.0,820309760.0,5,-5.2,2026-08-19,active
KRUS,"Kura Sushi USA, Inc.",US,NASDAQ,NASDAQ Global,,N,0,,Consumer Discretionary,Restaurants,50.19,8220000.0,643455296.0,8,-43.0,2026-08-19,active
KRYS,"Krystal Biotech, Inc.",US,NASDAQ,NASDAQ Global Select,SP400,N,0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),343.34,183000000.0,9718481920.0,4,-10.2,2026-08-19,active
KSPI,Joint Stock Company Kaspi.kz - American Deposito,US,NASDAQ,NASDAQ Global Select,,N,0,,Technology,,101.48,53200000.0,19283968000.0,5,-0.743,2026-08-19,active
KTOS,"Kratos Defense & Security Solutions, Inc.",US,NASDAQ,NASDAQ Global Select,SP400,N,0,,Industrials,Military/Government/Technical,60.56,222000000.0,12123043840.0,1,-54.8,2026-08-19,active
KURA,"Kura Oncology, Inc.",US,NASDAQ,NASDAQ Global Select,,N,0,,Health Care,Biotechnology: Pharmaceutical Preparations,12.53,17900000.0,966112256.0,5,-2.87,2026-08-19,active
KVUE,Kenvue Inc.,US,NYSE,NYSE,SP500,N,0,,Consumer Discretionary,Specialty Chemicals,19.13,412000000.0,36878852096.0,4,-9.23,2026-08-19,active
KYIV,Kyivstar Group Ltd.,US,NASDAQ,NASDAQ Global Select,,N,0,,Telecommunications,Telecommunications Equipment,12.86,5240000.0,2978398464.0,7,-22.3,2026-08-19,active
KYMR,"Kymera Therapeutics, Inc.",US,NASDAQ,NASDAQ Global,,N,0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),127.31,73900000.0,10472212480.0,5,-2.11,2026-08-19,active
KYTX,"Kyverna Therapeutics, Inc.",US,NASDAQ,NASDAQ Global Select,,N,0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),8.87,6010000.0,447452768.0,3,-35.1,2026-08-19,active
KZIA,Kazia Therapeutics Limited,US,NASDAQ,NASDAQ Capital Market,,N,0,,Health Care,Biotechnology: Pharmaceutical Preparations,14.07,2820000.0,158605360.0,5,-19.1,2026-08-19,active
L,Loews Corporation,US,NYSE,NYSE,SP500,N,0,,Finance,Property-Casualty Insurers,111.19,79200000.0,22987894784.0,6,-8.12,2026-08-19,active
LAB,Standard BioTools Inc.,US,NASDAQ,NASDAQ Global Select,,N,0,,Industrials,Biotechnology: Laboratory Analytical Instruments,0.6716,1370000.0,279673152.0,8,-61.0,2026-08-19,active
LAES,SEALSQ Corp,US,NASDAQ,NASDAQ Global Select,,N,0,,Technology,Semiconductors,2.6,33600000.0,570301440.0,8,-70.1,2026-08-19,active
LAMR,Lamar Advertising Company,US,NASDAQ,NASDAQ Global Select,SP400,N,0,,Real Estate,Real Estate Investment Trusts,153.98,116000000.0,15636619264.0,6,-7.43,2026-08-19,active
LAND,Gladstone Land Corporation,US,NASDAQ,NASDAQ Global,,N,0,,Real Estate,Real Estate Investment Trusts,8.61,5570000.0,357602176.0,1,-32.8,2026-08-19,active
LASE,Laser Photonics Corporation,US,NASDAQ,NASDAQ Capital Market,,N,0,,Miscellaneous,Industrial Machinery/Components,1.33,2290000.0,66736364.0,1,-80.4,2026-08-19,active
LASR,"nLIGHT, Inc.",US,NASDAQ,NASDAQ Global Select,,N,0,,Technology,Semiconductors,47.88,82500000.0,3034504192.0,7,-44.9,2026-08-19,active
LAUR,"Laureate Education, Inc.",US,NASDAQ,NASDAQ Global Select,SP600,N,0,,Real Estate,Other Consumer Services,38.38,35800000.0,5182130688.0,5,-6.22,2026-08-19,active
LBRDA,Liberty Broadband Corporation,US,NASDAQ,NASDAQ Global Select,,N,0,,Telecommunications,Cable & Other Pay Television Services,35.99,9100000.0,5222163968.0,1,-45.0,2026-08-19,active
LBRDK,Liberty Broadband Corporation,US,NASDAQ,NASDAQ Global Select,,N,0,,Telecommunications,Cable & Other Pay Television Services,36.02,102000000.0,5168788480.0,1,-45.2,2026-08-19,active
LBRX,LB Pharmaceuticals Inc,US,NASDAQ,NASDAQ Global,,N,0,,Health Care,Biotechnology: Pharmaceutical Preparations,48.94,17500000.0,1578764032.0,5,-2.06,2026-08-19,active
LBTYA,Liberty Global Ltd.,US,NASDAQ,NASDAQ Global Select,,N,0,,Telecommunications,Cable & Other Pay Television Services,10.7,29700000.0,3571186688.0,8,-20.9,2026-08-19,active
LBTYK,Liberty Global Ltd.,US,NASDAQ,NASDAQ Global Select,,N,0,,Telecommunications,Cable & Other Pay Television Services,10.43,16400000.0,3509790976.0,8,-20.5,2026-08-19,active
LCID,"Lucid Group, Inc.",US,NASDAQ,NASDAQ Global Select,,N,0,,Industrials,Auto Manufacturing,5.92,78300000.0,2273784832.0,8,-76.5,2026-08-19,active
LDOS,"Leidos Holdings, Inc.",US,NYSE,NYSE,SP500,N,0,,Technology,EDP Services,146.31,208000000.0,16427582464.0,2,-28.3,2026-08-19,active
LE,"Lands' End, Inc.",US,NASDAQ,NASDAQ Capital Market,,N,0,,Consumer Discretionary,Clothing/Shoe/Accessory Stores,12.41,2280000.0,401783136.0,1,-38.1,2026-08-19,active
LECO,"Lincoln Electric Holdings, Inc.",US,NASDAQ,NASDAQ Global Select,SP400,N,0,,Industrials,Industrial Machinery/Components,279.56,133000000.0,15641517056.0,4,-9.53,2026-08-19,active
LEGN,Legend Biotech Corporation,US,NASDAQ,NASDAQ Global Select,,N,0,,Health Care,Biotechnology: Pharmaceutical Preparations,22.6,58300000.0,3927706880.0,8,-39.7,2026-08-19,active
LEN,Lennar Corporation,US,NYSE,NYSE,SP500,N,0,,Consumer Discretionary,Homebuilding,87.3,201000000.0,20847065088.0,1,-38.6,2026-08-19,active
LENZ,"LENZ Therapeutics, Inc.",US,NASDAQ,NASDAQ Global Select,,N,0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4.92,4390000.0,149875040.0,8,-90.2,2026-08-19,active
LESL,"Leslie's, Inc.",US,NASDAQ,NASDAQ Global Select,,N,0,,Consumer Discretionary,Other Specialty Stores,0.6527,2080000.0,7205839.0,8,-94.8,2026-08-19,active
LFMD,"LifeMD, Inc.",US,NASDAQ,NASDAQ Global,,N,0,,Health Care,Medical/Nursing Services,3.4,4020000.0,166774896.0,8,-53.6,2026-08-19,active
LFS,"Leifras Co., Ltd.",US,NASDAQ,NASDAQ Capital Market,,N,0,,Consumer Discretionary,Other Consumer Services,2.24,5810000.0,59907820.0,8,-82.1,2026-08-19,active
LFST,"LifeStance Health Group, Inc.",US,NASDAQ,NASDAQ Global Select,SP600,N,0,,Health Care,Medical/Nursing Services,12.83,46800000.0,4393639424.0,5,-0.156,2026-08-19,active
LFUS,"Littelfuse, Inc.",US,NASDAQ,NASDAQ Global Select,SP400,N,0,,Energy,Electrical Products,414.87,149000000.0,11561001984.0,6,-17.1,2026-08-19,active
LFVN,LifeVantage Corporation,US,NASDAQ,NASDAQ Capital Market,,N,0,,Health Care,Biotechnology: Pharmaceutical Preparations,6.5,374000.0,80362784.0,1,-53.3,2026-08-19,active
LGIH,"LGI Homes, Inc.",US,NASDAQ,NASDAQ Global Select,SP600,N,0,,Consumer Discretionary,Homebuilding,59.52,20500000.0,1375832704.0,5,-14.4,2026-08-19,active
LGN,Legence Corp.,US,NASDAQ,NASDAQ Global Select,,N,0,,Consumer Discretionary,Engineering & Construction,62.49,86100000.0,10387005440.0,7,-41.7,2026-08-19,active
LGND,Ligand Pharmaceuticals Incorporated,US,NASDAQ,NASDAQ Global,SP600,N,0,,Health Care,Biotechnology: Pharmaceutical Preparations,290.71,84300000.0,5872930304.0,3,-11.0,2026-08-19,active
LH,Labcorp Holdings Inc.,US,NYSE,NYSE,SP500,N,0,,Health Care,Medical Specialities,330.44,231000000.0,26148263936.0,5,-0.229,2026-08-19,active
LHX,"L3Harris Technologies, Inc.",US,NYSE,NYSE,SP500,N,0,,Industrials,Industrial Machinery/Components,277.11,482000000.0,54341152768.0,8,-26.4,2026-08-19,active
LI,Li Auto Inc.,US,NASDAQ,NASDAQ Global Select,,N,0,,Industrials,Auto Manufacturing,12.71,38400000.0,12606153728.0,8,-53.1,2026-08-19,active
LIF,"Life360, Inc.",US,NASDAQ,NASDAQ Global Select,SP600,N,0,,Technology,EDP Services,43.19,54600000.0,4172609536.0,8,-61.6,2026-08-19,active
LIFE,Ethos Technologies Inc.,US,NASDAQ,NASDAQ Global Select,,N,0,,Finance,Specialty Insurers,32.85,44000000.0,3148293120.0,5,-7.96,2026-08-19,active
LII,"Lennox International, Inc.",US,NYSE,NYSE,SP500,N,0,,Industrials,Industrial Machinery/Components,419.34,282000000.0,14584950784.0,8,-31.4,2026-08-19,active
LILA,Liberty Latin America Ltd.,US,NASDAQ,NASDAQ Global Select,,N,0,,Telecommunications,Cable & Other Pay Television Services,8.34,4860000.0,1678862976.0,4,-7.74,2026-08-19,active
LILAK,Liberty Latin America Ltd.,US,NASDAQ,NASDAQ Global Select,,N,0,,Telecommunications,Cable & Other Pay Television Services,8.28,10700000.0,1625970048.0,4,-9.31,2026-08-19,active
LIMN,"Liminatus Pharma, Inc.",US,NASDAQ,NASDAQ Capital Market,,N,0,,Health Care,,0.1117,4710000.0,7501812.0,8,-97.2,2026-08-19,active
LIN,Linde plc,US,NASDAQ,NASDAQ Global Select,SP500+NDX,N,0,,Basic Materials,Major Chemicals,481.13,1090000000.0,222533550080.0,7,-12.2,2026-08-19,active
LINC,Lincoln Educational Services Corporation,US,NASDAQ,NASDAQ Global Select,,N,0,,Real Estate,Other Consumer Services,26.3,34900000.0,976046784.0,7,-53.3,2026-08-19,active
LIND,"Lindblad Expeditions Holdings, Inc.",US,NASDAQ,NASDAQ Capital Market,,N,0,,Consumer Discretionary,Transportation Services,31.82,26300000.0,2203509248.0,4,-9.09,2026-08-19,active
LINE,"Lineage, Inc.",US,NASDAQ,NASDAQ Global Select,,N,0,,Real Estate,Real Estate Investment Trusts,41.77,43900000.0,10468722688.0,6,-8.7,2026-08-19,active
LITE,Lumentum Holdings Inc.,US,NASDAQ,NASDAQ Global Select,SP500+NDX,Y,3,LITE01 LITE23 LITE80,Telecommunications,Telecommunications Equipment,827.6,4360000000.0,82056003584.0,3,-23.8,2026-08-19,active
LIVN,LivaNova PLC,US,NASDAQ,NASDAQ Global Select,SP400,N,0,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,80.84,56800000.0,4515536384.0,5,-5.74,2026-08-19,active
LKFN,Lakeland Financial Corporation,US,NASDAQ,NASDAQ Global Select,SP600,N,0,,Finance,Major Banks,60.07,10200000.0,1553366400.0,7,-11.2,2026-08-19,active
LKFT,Lakefront Biotherapeutics NV,US,NASDAQ,NASDAQ Global Select,,N,0,,Health Care,Biotechnology: Pharmaceutical Preparations,29.36,7220000.0,1802138240.0,1,-22.3,2026-08-19,active
LKQ,LKQ Corporation,US,NASDAQ,NASDAQ Global Select,SP600,N,0,,Consumer Discretionary,Motor Vehicles,25.86,92800000.0,6431312896.0,1,-28.8,2026-08-19,active
LLY,Eli Lilly and Company,US,NYSE,NYSE,SP500,Y,2,LLY23 LLY80,Health Care,Biotechnology: Pharmaceutical Preparations,1280.34,3270000000.0,1078115303424.0,5,-0.952,2026-08-19,active
LLYVA,"Liberty Live Holdings, Inc. - Series A Liberty L",US,NASDAQ,NASDAQ Global Select,,N,0,,Consumer Discretionary,Services-Misc. Amusement & Recreation,103.46,14400000.0,9518875648.0,5,-2.45,2026-08-19,active
LLYVK,"Liberty Live Holdings, Inc. - Series C Liberty L",US,NASDAQ,NASDAQ Global Select,,N,0,,Consumer Discretionary,Services-Misc. Amusement & Recreation,106.84,29900000.0,9543717888.0,5,-2.65,2026-08-19,active
LMAT,"LeMaitre Vascular, Inc.",US,NASDAQ,NASDAQ Global,SP600,N,0,,Health Care,Medical/Dental Instruments,83.87,38900000.0,1918044544.0,8,-28.8,2026-08-19,active
LMB,"Limbach Holdings, Inc.",US,NASDAQ,NASDAQ Capital Market,,N,0,,Consumer Discretionary,Engineering & Construction,43.7,21700000.0,521122208.0,8,-66.0,2026-08-19,active
LMRI,"Lumexa Imaging Holdings, Inc.",US,NASDAQ,NASDAQ Global Select,,N,0,,Health Care,Medical Specialities,11.85,5540000.0,1112614912.0,1,-39.1,2026-08-19,active
LMT,Lockheed Martin Corporation,US,NYSE,NYSE,SP500,N,0,,Industrials,Military/Government/Technical,589.15,717000000.0,140477710336.0,4,-14.3,2026-08-19,active
LNAI,Lunai Bioworks Inc.,US,NASDAQ,NASDAQ Capital Market,,N,0,,Health Care,Biotechnology: Pharmaceutical Preparations,2.22,1160000.0,10155914.0,8,-89.5,2026-08-19,active
LNKS,Linkers Industries Limited,US,NASDAQ,NASDAQ Capital Market,,N,0,,Technology,Electrical Products,0.9384,407000.0,1507645.0,8,-99.8,2026-08-19,active
LNT,Alliant Energy Corporation,US,NASDAQ,NASDAQ Global Select,SP500,N,0,,Utilities,Power Generation,70.15,189000000.0,18201786368.0,6,-11.0,2026-08-19,active
LNTH,"Lantheus Holdings, Inc.",US,NASDAQ,NASDAQ Global,SP400,N,0,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,100.48,211000000.0,6571621888.0,6,-10.2,2026-08-19,active
LOAR,Loar Holdings Inc.,US,NYSE,NYSE,,N,0,,Industrials,Military/Government/Technical,76.49,42200000.0,6828952576.0,5,-8.32,2026-08-19,active
LOCO,"El Pollo Loco Holdings, Inc.",US,NASDAQ,NASDAQ Global Select,,N,0,,Consumer Discretionary,Restaurants,15.33,3930000.0,498553248.0,6,-11.9,2026-08-19,active
LOGI,Logitech International S.A. - Registered Shares,US,NASDAQ,NASDAQ Global Select,,N,0,,Technology,Computer peripheral equipment,100.47,121000000.0,14788491264.0,7,-22.5,2026-08-19,active
LOKV,Live Oak Acquisition Corp. V,US,,,,N,0,,Finance,,11.54,5940000.0,331200000.0,5,-3.75,2026-06-22,ไม่พบใน SymDir · ข้อมูลค้าง
LOPE,"Grand Canyon Education, Inc.",US,NASDAQ,NASDAQ Global Select,SP400,N,0,,Real Estate,Other Consumer Services,146.92,45300000.0,3787510272.0,8,-34.1,2026-08-19,active
LOVE,The Lovesac Company,US,NASDAQ,NASDAQ Global,,N,0,,Consumer Discretionary,Other Specialty Stores,17.04,3420000.0,253244624.0,3,-18.4,2026-08-19,active
LOW,"Lowe's Companies, Inc.",US,NYSE,NYSE,SP500,N,0,,Consumer Discretionary,RETAIL: Building Materials,220.0,618000000.0,121095905280.0,1,-24.6,2026-08-19,active
LPLA,LPL Financial Holdings Inc.,US,NASDAQ,NASDAQ Global Select,,N,0,,Finance,Investment Bankers/Brokers/Service,359.23,244000000.0,28286593024.0,4,-10.0,2026-08-19,active
LPTH,"LightPath Technologies, Inc.",US,NASDAQ,NASDAQ Capital Market,,N,0,,Technology,Semiconductors,13.24,33500000.0,789262848.0,4,-30.1,2026-08-19,active
LQDA,Liquidia Corporation,US,NASDAQ,NASDAQ Capital Market,SP600,N,0,,Health Care,Biotechnology: Pharmaceutical Preparations,75.33,133000000.0,6954840576.0,6,-19.5,2026-08-19,active
LQDT,"Liquidity Services, Inc.",US,NASDAQ,NASDAQ Global Select,SP600,N,0,,Consumer Discretionary,Business Services,43.58,9260000.0,1345379584.0,5,-1.16,2026-08-19,active
LRCX,Lam Research Corporation,US,NASDAQ,NASDAQ Global Select,SP500+NDX,Y,4,LRCX01 LRCX19 LRCX23 LRCX80,Technology,Industrial Machinery/Components,307.17,3270000000.0,415889031168.0,6,-29.9,2026-08-19,active
LRMR,"Larimar Therapeutics, Inc.",US,NASDAQ,NASDAQ Global,,N,0,,Health Care,Biotechnology: Pharmaceutical Preparations,4.25,4950000.0,452929600.0,5,-33.8,2026-08-19,active
LSCC,Lattice Semiconductor Corporation,US,NASDAQ,NASDAQ Global Select,SP400,N,0,,Technology,Semiconductors,117.68,256000000.0,18843156480.0,6,-25.0,2026-08-19,active
LSTR,"Landstar System, Inc.",US,NASDAQ,NASDAQ Global Select,SP400,N,0,,Industrials,Trucking Freight/Courier Services,185.02,102000000.0,6562722304.0,6,-19.0,2026-08-19,active
LTBR,Lightbridge Corporation,US,NASDAQ,NASDAQ Capital Market,,N,0,,Consumer Discretionary,Professional Services,8.05,7720000.0,333002464.0,8,-74.3,2026-08-19,active
LTH,"Life Time Group Holdings, Inc.",US,NYSE,NYSE,SP600,N,0,,Consumer Discretionary,Hotels/Resorts,44.65,141000000.0,10145172480.0,5,-5.47,2026-08-19,active
LTRX,"Lantronix, Inc.",US,NASDAQ,NASDAQ Capital Market,,N,0,,Telecommunications,Computer Communications Equipment,6.01,3970000.0,288617600.0,4,-31.3,2026-08-19,active
LULU,lululemon athletica inc.,US,NASDAQ,NASDAQ Global Select,SP500,Y,1,LULU06,Consumer Discretionary,Apparel,119.45,308000000.0,13575371776.0,8,-47.1,2026-08-19,active
LUMN,"Lumen Technologies, Inc.",US,NYSE,NYSE,SP600,N,0,,Telecommunications,Telecommunications Equipment,6.13,88400000.0,6487791616.0,8,-48.7,2026-08-19,active
LUNR,"Intuitive Machines, Inc.",US,NASDAQ,NASDAQ Global,,N,0,,Industrials,Industrial Machinery/Components,18.52,176000000.0,3098333952.0,1,-60.4,2026-08-19,active
LUV,Southwest Airlines Company,US,NYSE,NYSE,SP500,N,0,,Consumer Discretionary,Air Freight/Delivery Services,41.42,233000000.0,22004584448.0,7,-24.2,2026-08-19,active
LVS,Las Vegas Sands Corp.,US,NYSE,NYSE,SP500,N,0,,Consumer Discretionary,Hotels/Resorts,46.58,251000000.0,29586991104.0,8,-33.2,2026-08-19,active
LWAY,"Lifeway Foods, Inc.",US,NASDAQ,NASDAQ Global,,N,0,,Consumer Staples,Packaged Foods,25.04,4610000.0,378272960.0,7,-26.8,2026-08-19,active
LWLG,"Lightwave Logic, Inc.",US,NASDAQ,NASDAQ Capital Market,,N,0,,Industrials,Containers/Packaging,6.24,22100000.0,1123240448.0,7,-66.6,2026-08-19,active
LX,LexinFintech Holdings Ltd.,US,NASDAQ,NASDAQ Global Select,,N,0,,Finance,Finance: Consumer Services,1.36,2490000.0,237295120.0,8,-78.0,2026-08-19,active
LXEO,"Lexeo Therapeutics, Inc.",US,NASDAQ,NASDAQ Global,,N,0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),5.37,4290000.0,397103904.0,1,-51.1,2026-08-19,active
LXRX,"Lexicon Pharmaceuticals, Inc.",US,NASDAQ,NASDAQ Capital Market,,N,0,,Health Care,Biotechnology: Pharmaceutical Preparations,2.41,6660000.0,1072343872.0,5,-10.1,2026-08-19,active
LYB,LyondellBasell Industries NV,US,NYSE,NYSE,SP500,N,0,,Industrials,Major Chemicals,66.06,284000000.0,20596899840.0,5,-20.5,2026-08-19,active
LYFT,"Lyft, Inc.",US,NASDAQ,NASDAQ Global Select,SP600,N,0,,Consumer Discretionary,Business Services,17.43,204000000.0,6597956608.0,5,-31.8,2026-08-19,active
LYTS,LSI Industries Inc.,US,NASDAQ,NASDAQ Global Select,,N,0,,Consumer Discretionary,Building Products,24.06,5870000.0,912670400.0,6,-12.1,2026-08-19,active
LYV,"Live Nation Entertainment, Inc.",US,NYSE,NYSE,SP500,N,0,,Consumer Discretionary,Services-Misc. Amusement & Recreation,184.19,385000000.0,43903549440.0,5,-2.67,2026-08-19,active
LZ,"LegalZoom.com, Inc.",US,NASDAQ,NASDAQ Global Select,SP600,N,0,,Technology,EDP Services,5.86,20800000.0,962508224.0,8,-52.7,2026-08-19,active
MA,Mastercard Incorporated,US,NYSE,NYSE,SP500,Y,1,MA80,Consumer Discretionary,Business Services,573.72,1720000000.0,498703663104.0,5,-4.23,2026-08-19,active
MAA,"Mid-America Apartment Communities, Inc.",US,NYSE,NYSE,SP500,N,0,,Real Estate,Real Estate Investment Trusts,131.47,138000000.0,15640169472.0,7,-8.96,2026-08-19,active
MAC,Macerich Company (The),US,NYSE,NYSE,SP600,N,0,,Real Estate,Real Estate Investment Trusts,24.9,95900000.0,7985344512.0,3,-6.67,2026-08-19,active
MAMA,"Mama's Creations, Inc.",US,NASDAQ,NASDAQ Capital Market,,N,0,,Consumer Staples,Specialty Foods,16.48,8880000.0,802078272.0,6,-21.5,2026-08-19,active
MANH,"Manhattan Associates, Inc.",US,NASDAQ,NASDAQ Global Select,SP400,N,0,,Technology,Computer Software: Prepackaged Software,205.99,197000000.0,11508817920.0,5,-6.62,2026-08-19,active
MAR,Marriott International,US,NASDAQ,NASDAQ Global Select,SP500+NDX,N,0,,Consumer Discretionary,Hotels/Resorts,359.95,637000000.0,92287795200.0,6,-12.4,2026-08-19,active
MARA,"MARA Holdings, Inc.",US,NASDAQ,NASDAQ Capital Market,SP600,N,0,,Technology,EDP Services,9.65,468000000.0,3461241600.0,8,-58.8,2026-08-19,active
MAS,Masco Corporation,US,NYSE,NYSE,SP500,N,0,,Industrials,Industrial Specialties,75.25,220000000.0,15246531584.0,3,-10.0,2026-08-19,active
MASI,Masimo Corporation,US,,,,N,0,,Health Care,,179.95,160000000.0,,5,-0.0222,2026-06-12,ไม่พบใน SymDir · ข้อมูลค้าง
MASK,3 E Network Technology Group Limited,US,NASDAQ,NASDAQ Capital Market,,N,0,,Technology,EDP Services,1.6,275000.0,4881808.0,8,-94.8,2026-08-19,active
MAT,"Mattel, Inc.",US,NASDAQ,NASDAQ Global Select,SP400,N,0,,Consumer Discretionary,Recreational Games/Products/Toys,14.53,55500000.0,4151220992.0,8,-35.4,2026-08-19,active
MATW,Matthews International Corporation,US,NASDAQ,NASDAQ Global Select,SP600,N,0,,Telecommunications,Metal Fabrications,21.97,15700000.0,863059456.0,7,-28.3,2026-08-19,active
MAZE,"Maze Therapeutics, Inc.",US,NASDAQ,NASDAQ Global,,N,0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),29.75,10000000.0,1618147200.0,2,-44.5,2026-08-19,active
MBIN,Merchants Bancorp,US,NASDAQ,NASDAQ Capital Market,SP600,N,0,,Finance,Major Banks,53.5,9150000.0,2542672384.0,4,-5.93,2026-08-19,active
MBLY,Mobileye Global Inc.,US,NASDAQ,NASDAQ Global Select,,N,0,,Technology,Computer Software: Prepackaged Software,9.1,57800000.0,7541163520.0,1,-42.4,2026-08-19,active
MBUU,"Malibu Boats, Inc.",US,NASDAQ,NASDAQ Global,,N,0,,Industrials,Marine Transportation,29.65,5040000.0,572616064.0,2,-25.2,2026-08-19,active
MBWM,Mercantile Bank Corporation,US,NASDAQ,NASDAQ Global Select,,N,0,,Finance,Major Banks,59.57,7480000.0,1051848704.0,3,-4.52,2026-08-19,active
MBX,"MBX Biosciences, Inc.",US,NASDAQ,NASDAQ Global Select,,N,0,,Health Care,Biotechnology: Pharmaceutical Preparations,68.4,31900000.0,3286926592.0,5,-5.84,2026-08-19,active
MCBS,"MetroCity Bankshares, Inc.",US,NASDAQ,NASDAQ Global Select,,N,0,,Finance,Major Banks,35.34,2940000.0,1043031744.0,3,-5.66,2026-08-19,active
MCD,McDonald's Corporation,US,NYSE,NYSE,SP500+DOW30,N,0,,Consumer Discretionary,Restaurants,267.45,1240000000.0,192655409152.0,8,-20.8,2026-08-19,active
MCFT,"MasterCraft Boat Holdings, Inc.",US,NASDAQ,NASDAQ Global,,N,0,,Industrials,Marine Transportation,25.24,4440000.0,597805632.0,5,-11.3,2026-08-19,active
MCHB,Mechanics Bancorp,US,NASDAQ,NASDAQ Global Select,,N,0,,Finance,Major Banks,16.7,10900000.0,3801893120.0,4,-3.91,2026-08-19,active
MCHP,Microchip Technology Incorporated,US,NASDAQ,NASDAQ Global Select,SP500+NDX,N,0,,Technology,Semiconductors,77.08,883000000.0,43136614400.0,7,-26.9,2026-08-19,active
MCHPP,Microchip Technology Incorporated,US,NASDAQ,NASDAQ Global Select,,N,0,,Technology,Semiconductors,66.29,6830000.0,,7,-23.8,2026-08-19,active
MCK,McKesson Corporation,US,NYSE,NYSE,SP500,N,0,,Health Care,Other Pharmaceuticals,853.71,866000000.0,101317025792.0,3,-14.4,2026-08-19,active
MCO,Moody's Corporation,US,NYSE,NYSE,SP500,N,0,,Finance,Finance: Consumer Services,497.03,376000000.0,84585062400.0,5,-8.7,2026-08-19,active
MCRI,"Monarch Casino & Resort, Inc.",US,NASDAQ,NASDAQ Global Select,SP600,N,0,,Consumer Discretionary,Hotels/Resorts,124.81,14100000.0,2142458112.0,5,-8.18,2026-08-19,active
MDB,"MongoDB, Inc.",US,NASDAQ,NASDAQ Global,,N,0,,Technology,Computer Software: Prepackaged Software,440.53,569000000.0,35432677376.0,5,-6.88,2026-08-19,active
MDGL,"Madrigal Pharmaceuticals, Inc.",US,NASDAQ,NASDAQ Global Select,,N,0,,Health Care,Biotechnology: Pharmaceutical Preparations,540.16,197000000.0,11906481152.0,5,-12.2,2026-08-19,active
MDLN,Medline Inc.,US,NASDAQ,NASDAQ Global Select,,N,0,,Health Care,Medical/Dental Instruments,33.91,268000000.0,47870517248.0,8,-33.3,2026-08-19,active
MDLZ,"Mondelez International, Inc.",US,NASDAQ,NASDAQ Global Select,SP500+NDX,N,0,,Consumer Staples,Packaged Foods,64.16,553000000.0,81185955840.0,5,-3.74,2026-08-19,active
